iou_threshold,accept_rate,roc_auc,pr_auc_reject
0.7,0.604951560818084,0.8769090538850155,0.8267841310741852
0.8,0.44994617868675996,0.8902002827741833,0.9098489822600855
0.85,0.310010764262648,0.891196481192581,0.9488413622509378
0.9,0.17115177610333693,0.9132320509679,0.9799021447843071
0.95,0.03336921420882669,0.9845894101587758,0.9994626284952597
