iou_threshold,accept_rate,roc_auc,pr_auc_reject
0.7,0.8211678832116789,0.8899546485260771,0.6956701919445497
0.8,0.6131386861313869,0.8961842991913747,0.841882339845814
0.85,0.4416058394160584,0.8982606816831418,0.9073848030589542
0.9,0.22992700729927007,0.9150680809448581,0.9722305987449917
0.95,0.032846715328467155,0.9754716981132076,0.999148039144887
