iou_threshold,accept_rate,roc_auc,pr_auc_reject
0.7,0.8211678832116789,0.8871428571428571,0.6673801152369292
0.8,0.6131386861313869,0.8956087151841869,0.832673564241233
0.85,0.4416058394160584,0.8987198185059148,0.9029019113793525
0.9,0.22992700729927007,0.9186978108779057,0.9733431623618187
0.95,0.032846715328467155,0.9779874213836478,0.9992361343759848
