iou_threshold,accept_rate,auc,pr_auc_rej,within_organ_auc,n_organs_within
0.7,0.9273089370176749,0.8771090374184058,0.51247276957462,0.8530206872244348,25
0.75,0.9143639531989046,0.8766192960573387,0.5203747074709858,0.8465529294499831,29
0.8,0.8897186955439382,0.8718787935440433,0.5650896015489075,0.8257955576021506,41
0.85,0.8389345282549167,0.8671593155352941,0.6320652458589973,0.8021195015280822,55
0.9,0.7450833955688324,0.8698419684994152,0.7303204316463605,0.7616531660592878,66
0.95,0.46004480955937266,0.8750823289205032,0.8995168149984849,0.7171167149627385,61
