subject,organ,accept,dice,iou,tp,fp,fn,pred_vox,gt_vox,status,num_voxels,volume_mm3,is_empty,centroid_x_rel,centroid_y_rel,centroid_z_rel,bbox_x_rel,bbox_y_rel,bbox_z_rel,bbox_volume_mm3,mask_to_bbox_ratio,num_components,largest_component_fraction,touches_boundary,boundary_fraction,mean_HU,median_HU,std_HU,p05_HU,p95_HU,orig_axcodes
s0032,subclavian_artery_left,1,0.9559,0.9155,1700,11,146,1711,1846,ok,1711,5774.62,0,0.3654,0.4959,0.773,0.2715,0.0724,0.1991,139320.0,0.0414,1,1.0,0,0.0,341.46,349.0,171.73,40.0,602.0,RAS
s0032,subclavian_artery_right,1,0.9494,0.9037,1408,108,42,1516,1450,ok,1516,5116.5,0,0.5833,0.5317,0.8038,0.2534,0.0588,0.1157,61425.0,0.0833,1,1.0,0,0.0,411.45,424.0,169.65,131.0,664.25,RAS
s0032,superior_vena_cava,0,0.9473,0.8998,2649,52,243,2701,2892,ok,2701,9115.88,0,0.5242,0.5405,0.5507,0.0498,0.0633,0.1944,21829.5,0.4176,1,1.0,0,0.0,581.01,480.0,634.3,-192.0,1668.0,RAS
s0032,thyroid_gland,0,0.8493,0.7381,1888,53,617,1941,2505,ok,1941,6550.88,0,0.4882,0.5911,0.8868,0.1357,0.0588,0.125,35538.75,0.1843,2,0.6018,0,0.0,139.4,139.0,73.02,22.0,260.0,RAS
s0032,trachea,1,0.9842,0.9688,8478,29,244,8507,8722,ok,8507,28711.12,0,0.4911,0.5182,0.7242,0.2036,0.181,0.3796,498150.0,0.0576,1,1.0,0,0.0,-826.04,-883.0,191.62,-988.0,-347.3,RAS
s0032,vertebrae_C4,1,0.96,0.9231,48,4,0,52,48,ok,52,175.5,0,0.4859,0.5644,0.9931,0.0452,0.0181,0.0139,405.0,0.4333,1,1.0,1,0.5769,590.35,571.0,183.64,329.3,915.75,RAS
s0032,vertebrae_C5,0,0.9372,0.8818,1410,171,18,1581,1428,ok,1581,5335.88,0,0.4846,0.5302,0.9806,0.1629,0.0814,0.0556,26244.0,0.2033,4,0.9677,1,0.1752,518.69,480.0,302.2,106.0,1095.0,RAS
s0032,vertebrae_C6,1,0.9646,0.9317,3123,86,143,3209,3266,ok,3209,10830.38,0,0.4902,0.4867,0.9578,0.1629,0.1674,0.088,85414.5,0.1268,1,1.0,1,0.0009,628.62,553.0,369.42,169.0,1396.0,RAS
s0032,vertebrae_C7,1,0.9725,0.9465,4279,47,195,4326,4474,ok,4326,14600.25,0,0.4933,0.4599,0.9143,0.2172,0.1855,0.1296,185976.0,0.0785,2,0.9968,1,0.0,510.19,432.0,361.41,69.0,1226.25,RAS
s0032,vertebrae_L1,1,0.9907,0.9817,9367,86,89,9453,9456,ok,9453,31903.88,0,0.4653,0.3598,0.0387,0.1674,0.2262,0.0926,124875.0,0.2555,1,1.0,1,0.0305,419.88,331.0,338.33,77.0,1211.8,RAS
s0032,vertebrae_T1,1,0.9847,0.9698,5109,35,124,5144,5233,ok,5144,17361.0,0,0.4925,0.4314,0.8671,0.2127,0.2036,0.1019,157038.75,0.1106,1,1.0,0,0.0,471.13,393.0,341.25,59.15,1152.85,RAS
s0032,vertebrae_T10,1,0.9895,0.9791,7744,55,110,7799,7854,ok,7799,26321.62,0,0.4713,0.3077,0.2882,0.181,0.1855,0.1435,171585.0,0.1534,1,1.0,0,0.0,445.6,354.0,367.44,39.0,1258.3,RAS
s0032,vertebrae_T11,1,0.992,0.9842,8233,37,95,8270,8328,ok,8270,27911.25,0,0.4684,0.3181,0.2076,0.1584,0.1946,0.1343,147301.88,0.1895,1,1.0,0,0.0,445.21,351.0,358.58,70.0,1271.0,RAS
s0032,vertebrae_T12,1,0.9907,0.9817,9846,45,139,9891,9985,ok,9891,33382.12,0,0.4678,0.3314,0.1238,0.1584,0.2081,0.1435,168446.25,0.1982,1,1.0,0,0.0,440.74,350.0,344.51,75.0,1221.0,RAS
s0032,vertebrae_T2,1,0.9838,0.9681,4614,36,116,4650,4730,ok,4650,15693.75,0,0.4944,0.4053,0.8138,0.19,0.1991,0.1111,149688.0,0.1048,1,1.0,0,0.0,432.94,369.5,317.76,36.45,1065.55,RAS
s0032,vertebrae_T3,1,0.9887,0.9776,4495,29,74,4524,4569,ok,4524,15268.5,0,0.4929,0.3769,0.7584,0.1719,0.1946,0.1204,143383.5,0.1065,1,1.0,0,0.0,456.97,380.0,329.07,60.15,1119.7,RAS
s0032,vertebrae_T4,1,0.9876,0.9756,4677,29,88,4706,4765,ok,4706,15882.75,0,0.4911,0.3562,0.699,0.1719,0.1991,0.1204,146718.0,0.1083,1,1.0,0,0.0,467.18,386.0,336.57,71.25,1162.25,RAS
s0032,vertebrae_T5,1,0.9881,0.9765,4990,54,66,5044,5056,ok,5044,17023.5,0,0.4886,0.3374,0.6382,0.181,0.1946,0.1389,174150.0,0.0978,1,1.0,0,0.0,473.8,388.0,340.73,73.0,1181.85,RAS
s0032,vertebrae_T6,1,0.9887,0.9777,5182,32,86,5214,5268,ok,5214,17597.25,0,0.4854,0.3209,0.574,0.1765,0.1946,0.1574,192435.75,0.0914,1,1.0,0,0.0,457.3,364.0,338.99,73.65,1173.7,RAS
s0032,vertebrae_T7,1,0.9881,0.9765,5686,38,99,5724,5785,ok,5724,19318.5,0,0.4805,0.3104,0.5066,0.1765,0.1946,0.1574,192435.75,0.1004,1,1.0,0,0.0,462.37,361.5,350.25,71.0,1239.85,RAS
s0032,vertebrae_T8,1,0.9891,0.9785,6062,57,76,6119,6138,ok,6119,20651.62,0,0.4759,0.3061,0.4366,0.1765,0.1855,0.1528,178088.62,0.116,1,1.0,0,0.0,448.49,354.0,353.0,50.9,1242.2,RAS
s0032,vertebrae_T9,1,0.9898,0.9798,6734,71,68,6805,6802,ok,6805,22966.88,0,0.4736,0.3037,0.3637,0.1765,0.19,0.1435,171375.75,0.134,1,1.0,0,0.0,460.1,360.0,382.52,42.0,1316.0,RAS
s0021,aorta,1,0.9869,0.9741,45941,483,737,46424,46678,ok,46424,156681.0,0,0.4758,0.5,0.1378,0.2432,0.3622,0.2752,610537.5,0.2566,1,1.0,1,0.015,82.55,84.0,21.25,47.0,115.0,RAS
s0021,atrial_appendage_left,0,0.9446,0.895,1679,162,35,1841,1714,ok,1841,6213.38,0,0.358,0.518,0.0653,0.1297,0.1027,0.0688,23085.0,0.2692,1,1.0,0,0.0,56.33,57.0,30.29,4.0,105.0,RAS
s0021,autochthon_left,1,0.9684,0.9387,45967,1782,1218,47749,47185,ok,47749,161152.88,0,0.4783,0.2353,0.2711,0.1892,0.373,0.5826,1035129.38,0.1557,1,1.0,1,0.0098,87.14,90.0,32.43,35.0,135.0,RAS
s0021,autochthon_right,1,0.9703,0.9423,45011,2242,512,47253,45523,ok,47253,159478.88,0,0.6417,0.252,0.2757,0.1838,0.3784,0.5826,1020127.5,0.1563,1,1.0,1,0.0101,85.83,87.0,31.26,37.0,134.0,RAS
s0021,brachiocephalic_trunk,0,0.9164,0.8458,1453,177,88,1630,1541,ok,1630,5501.25,0,0.5297,0.5981,0.2866,0.1351,0.0811,0.0826,22781.25,0.2415,1,1.0,0,0.0,95.27,95.0,26.89,48.0,137.0,RAS
s0021,brachiocephalic_vein_left,0,0.8867,0.7964,3298,628,215,3926,3513,ok,3926,13250.25,0,0.4286,0.5854,0.2466,0.2486,0.1243,0.1881,146400.75,0.0905,2,0.8882,0,0.0,82.6,83.5,19.4,50.0,111.0,RAS
s0021,brachiocephalic_vein_right,1,0.9686,0.939,2603,50,119,2653,2722,ok,2653,8953.88,0,0.6374,0.5827,0.2816,0.1081,0.0865,0.1193,28080.0,0.3189,1,1.0,0,0.0,92.66,97.0,30.91,34.6,131.0,RAS
s0021,brain,1,0.9622,0.9272,73229,3645,2101,76874,75330,ok,76874,259449.75,0,0.4829,0.4664,0.9487,0.4486,0.4541,0.1468,752976.0,0.3446,1,1.0,1,0.0654,40.14,39.0,18.1,17.0,65.0,RAS
s0021,clavicula_left,1,0.99,0.9803,18299,238,130,18537,18429,ok,18537,62562.38,0,0.2772,0.5613,0.435,0.4054,0.3514,0.344,1233984.38,0.0507,1,1.0,0,0.0,315.37,252.0,273.49,-18.0,866.0,RAS
s0021,clavicula_right,1,0.9875,0.9754,14008,269,85,14277,14093,ok,14277,48184.88,0,0.7998,0.6191,0.3749,0.3946,0.2973,0.2477,731733.75,0.0659,1,1.0,1,0.0169,328.95,269.0,270.62,-14.0,873.0,RAS
s0021,common_carotid_artery_left,0,0.9344,0.8768,1552,182,36,1734,1588,ok,1734,5852.25,0,0.4416,0.5988,0.3982,0.0811,0.1135,0.3486,80797.5,0.0724,1,1.0,0,0.0,74.61,80.0,25.48,22.65,107.35,RAS
s0021,common_carotid_artery_right,1,0.956,0.9158,1196,79,31,1275,1227,ok,1275,4303.12,0,0.6185,0.6233,0.4374,0.0973,0.0595,0.2844,41431.5,0.1039,1,1.0,0,0.0,73.43,78.0,21.47,32.0,101.3,RAS
s0021,costal_cartilages,0,0.9395,0.8859,6501,358,479,6859,6980,ok,6859,23149.12,0,0.5157,0.7039,0.1385,0.4811,0.1784,0.2339,505531.12,0.0458,4,0.2907,0,0.0,99.33,100.0,26.96,57.0,138.0,RAS
s0021,esophagus,1,0.9636,0.9298,7421,189,371,7610,7792,ok,7610,25683.75,0,0.499,0.4785,0.2462,0.1135,0.2541,0.4633,336443.62,0.0763,1,1.0,1,0.0043,6.05,34.0,133.63,-174.55,83.0,RAS
s0021,heart,0,0.9334,0.8752,40306,2722,3027,43028,43333,ok,43028,145219.5,0,0.4429,0.5383,0.069,0.4541,0.4486,0.1789,917689.5,0.1582,4,0.9654,1,0.0478,68.74,72.0,24.71,21.0,103.0,RAS
s0021,humerus_left,1,0.9824,0.9655,2323,56,27,2379,2350,ok,2379,8029.12,0,0.011,0.4828,0.4919,0.0378,0.1568,0.1193,17813.25,0.4507,1,1.0,1,0.2446,305.06,274.0,190.68,62.0,639.0,RAS
s0021,humerus_right,0,0.0,0.0,0,0,79,0,79,miss,0,0.0,1,,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,,,,,RAS
s0021,lung_lower_lobe_left,0,0.9474,0.9,32983,1853,1812,34836,34795,ok,34836,117571.5,0,0.3077,0.2485,0.0643,0.3568,0.227,0.2156,439708.5,0.2674,2,1.0,1,0.0427,-431.81,-472.0,229.84,-732.0,-2.0,RAS
s0021,lung_lower_lobe_right,1,0.9689,0.9397,41539,972,1695,42511,43234,ok,42511,143474.62,0,0.7842,0.3067,0.0563,0.4108,0.2649,0.1651,452466.0,0.3171,2,1.0,1,0.0488,-415.15,-434.0,233.37,-741.0,-9.0,RAS
s0021,lung_middle_lobe_right,0,0.8572,0.75,17065,652,5036,17717,22101,ok,17717,59794.88,0,0.798,0.5031,0.0164,0.4541,0.3784,0.0596,257985.0,0.2318,1,1.0,1,0.1627,-705.34,-784.0,199.96,-845.0,-200.8,RAS
s0021,lung_upper_lobe_left,1,0.992,0.9841,216074,1730,1768,217804,217842,ok,217804,735088.5,0,0.2549,0.4394,0.1705,0.4324,0.5622,0.4128,2527200.0,0.2909,1,1.0,1,0.0121,-687.49,-755.0,180.87,-852.0,-294.0,RAS
s0021,lung_upper_lobe_right,1,0.9825,0.9657,210318,6240,1237,216558,211555,ok,216558,730883.25,0,0.7732,0.4923,0.1729,0.4703,0.5189,0.4128,2536920.0,0.2881,1,1.0,1,0.0045,-686.12,-754.0,175.53,-835.0,-294.0,RAS
s0021,pulmonary_vein,0,0.9463,0.8981,5606,235,401,5841,6007,ok,5841,19713.38,0,0.5005,0.4509,0.0383,0.3784,0.2216,0.1101,232470.0,0.0848,3,0.5314,1,0.0668,77.4,78.0,29.97,30.0,124.0,RAS
s0021,rib_left_1,1,0.9631,0.9288,5195,36,362,5231,5557,ok,5231,17654.62,0,0.2851,0.5429,0.3257,0.1676,0.2432,0.3211,329568.75,0.0536,1,1.0,0,0.0,337.62,302.0,205.24,74.0,723.5,RAS
s0021,rib_left_2,1,0.977,0.9551,7106,112,222,7218,7328,ok,7218,24360.75,0,0.217,0.4777,0.2761,0.2865,0.4162,0.4083,1225830.38,0.0199,1,1.0,0,0.0,224.43,224.0,112.13,44.0,409.0,RAS
s0021,rib_left_3,1,0.987,0.9744,7495,38,159,7533,7654,ok,7533,25423.88,0,0.172,0.3972,0.213,0.3568,0.4703,0.3945,1666615.5,0.0153,1,1.0,1,0.0106,253.66,250.0,138.38,29.0,484.0,RAS
s0021,rib_left_4,1,0.9878,0.9759,6527,44,117,6571,6644,ok,6571,22177.12,0,0.1709,0.2958,0.1741,0.3892,0.3243,0.3073,976860.0,0.0227,1,1.0,1,0.0123,305.72,296.0,163.46,52.5,594.0,RAS
s0021,rib_left_5,1,0.9833,0.9671,5086,38,135,5124,5221,ok,5124,17293.5,0,0.2039,0.2276,0.1365,0.3892,0.2216,0.2385,518076.0,0.0334,1,1.0,1,0.0135,356.22,333.0,180.64,88.0,707.0,RAS
s0021,rib_left_6,1,0.9793,0.9594,4466,67,122,4533,4588,ok,4533,15298.88,0,0.2414,0.1747,0.0896,0.3405,0.1459,0.1651,206671.5,0.074,1,1.0,1,0.0192,417.86,384.0,200.14,137.6,811.4,RAS
s0021,rib_left_7,1,0.9813,0.9632,2748,59,46,2807,2794,ok,2807,9473.62,0,0.2951,0.1476,0.0411,0.2649,0.1243,0.0963,79876.12,0.1186,1,1.0,1,0.0481,362.13,331.0,171.2,142.3,674.0,RAS
s0021,rib_left_8,0,0.9155,0.8442,65,4,8,69,73,ok,69,232.88,0,0.3962,0.193,0.0015,0.0649,0.0541,0.0092,810.0,0.2875,1,1.0,1,0.6667,337.04,337.0,71.18,234.0,448.0,RAS
s0021,rib_right_1,1,0.9483,0.9017,4944,286,253,5230,5197,ok,5230,17651.25,0,0.7685,0.5623,0.3269,0.1622,0.2162,0.3165,279450.0,0.0632,1,1.0,0,0.0,360.77,303.0,303.24,61.0,770.55,RAS
s0021,rib_right_2,1,0.9847,0.9699,6446,124,76,6570,6522,ok,6570,22173.75,0,0.851,0.4999,0.2699,0.2703,0.3784,0.4128,1063125.0,0.0209,1,1.0,0,0.0,251.2,245.0,125.05,58.0,469.0,RAS
s0021,rib_right_3,1,0.9846,0.9697,6202,19,175,6221,6377,ok,6221,20995.88,0,0.9001,0.4065,0.2187,0.3081,0.373,0.3945,1141553.25,0.0184,1,1.0,1,0.0685,288.69,286.0,154.89,37.0,559.0,RAS
s0021,rib_right_4,1,0.9854,0.9713,3995,6,112,4001,4107,ok,4001,13503.38,0,0.8713,0.2921,0.2217,0.2865,0.1514,0.2431,265450.5,0.0509,1,1.0,1,0.037,365.46,353.0,158.02,124.0,645.0,RAS
s0021,rib_right_5,1,0.9823,0.9652,4435,12,148,4447,4583,ok,4447,15008.62,0,0.8718,0.2552,0.1435,0.2865,0.1676,0.2339,282801.38,0.0531,1,1.0,1,0.0322,400.52,382.0,186.12,137.0,746.7,RAS
s0021,rib_right_6,1,0.9868,0.974,3816,44,58,3860,3874,ok,3860,13027.5,0,0.8503,0.2112,0.0801,0.2811,0.1297,0.156,143208.0,0.091,1,1.0,1,0.0199,423.56,399.0,189.72,155.95,786.0,RAS
s0021,rib_right_7,1,0.9728,0.947,1698,11,84,1709,1782,ok,1709,5767.88,0,0.7802,0.1818,0.0295,0.1784,0.0865,0.0734,28512.0,0.2023,1,1.0,1,0.0597,424.42,412.0,172.52,143.4,722.0,RAS
s0021,scapula_left,1,0.9749,0.951,46053,1001,1371,47054,47424,ok,47054,158807.25,0,0.1148,0.277,0.3607,0.3568,0.4919,0.5826,2574321.75,0.0617,2,1.0,1,0.013,341.82,290.0,226.36,86.0,799.0,RAS
s0021,scapula_right,1,0.9574,0.9183,14978,146,1187,15124,16165,ok,15124,51043.5,0,0.9238,0.2252,0.2411,0.1784,0.4054,0.4083,743428.12,0.0687,2,0.9821,1,0.0534,301.66,278.0,154.57,102.0,598.0,RAS
s0021,skull,1,0.9683,0.9385,131737,2003,6630,133740,138367,ok,133740,451372.5,0,0.5069,0.6199,0.8749,0.5081,0.7568,0.3303,3197880.0,0.1411,3,0.9999,1,0.0108,576.02,473.0,490.06,28.0,1436.0,RAS
s0021,spinal_cord,1,0.965,0.9324,13621,265,722,13886,14343,ok,13886,46865.25,0,0.5369,0.4274,0.4735,0.1351,0.3405,0.8532,988706.25,0.0474,1,1.0,1,0.005,29.57,29.0,28.22,-14.0,76.0,RAS
s0021,sternum,1,0.9818,0.9642,21195,210,577,21405,21772,ok,21405,72241.88,0,0.5255,0.7043,0.1597,0.2865,0.1784,0.289,371881.12,0.1943,1,1.0,1,0.0094,205.27,186.0,150.11,2.0,484.0,RAS
s0021,subclavian_artery_left,1,0.9595,0.9221,2663,128,97,2791,2760,ok,2791,9419.62,0,0.366,0.5318,0.3492,0.2919,0.0811,0.1606,95681.25,0.0984,1,1.0,0,0.0,62.36,67.0,31.24,7.0,104.0,RAS
s0021,subclavian_artery_right,1,0.9635,0.9296,1968,131,18,2099,1986,ok,2099,7084.12,0,0.708,0.572,0.3673,0.3189,0.0703,0.0963,54361.12,0.1303,1,1.0,0,0.0,71.74,74.0,25.31,28.0,109.0,RAS
s0021,superior_vena_cava,1,0.9823,0.9651,7920,108,178,8028,8098,ok,8028,27094.5,0,0.6186,0.548,0.1297,0.1189,0.1135,0.2339,79521.75,0.3407,1,1.0,1,0.0,82.21,84.0,24.27,41.0,116.0,RAS
s0021,thyroid_gland,1,0.958,0.9195,4121,122,239,4243,4360,ok,4243,14320.12,0,0.5371,0.6511,0.4386,0.2162,0.0973,0.1514,80190.0,0.1786,2,0.5635,0,0.0,84.94,88.0,23.28,46.0,115.0,RAS
s0021,trachea,1,0.9873,0.975,13900,74,283,13974,14183,ok,13974,47162.25,0,0.5406,0.5378,0.2781,0.3081,0.3135,0.367,892620.0,0.0528,1,1.0,0,0.0,-887.1,-982.0,193.2,-1021.0,-426.0,RAS
s0021,vertebrae_C1,0,0.9108,0.8362,5662,41,1068,5703,6730,ok,5703,19247.62,0,0.5233,0.5667,0.8171,0.3243,0.1838,0.078,117045.0,0.1644,5,0.9982,0,0.0,510.01,439.0,290.71,155.1,1121.0,RAS
s0021,vertebrae_C2,1,0.9907,0.9816,8461,77,82,8538,8543,ok,8538,28815.75,0,0.5126,0.5439,0.7655,0.2432,0.2162,0.1376,182250.0,0.1581,1,1.0,0,0.0,395.62,359.0,192.06,152.85,770.15,RAS
s0021,vertebrae_C3,1,0.9817,0.964,6106,106,122,6212,6228,ok,6212,20965.5,0,0.5108,0.555,0.7072,0.227,0.2108,0.0917,110565.0,0.1896,2,0.9997,0,0.0,431.18,396.0,190.23,178.55,796.0,RAS
s0021,vertebrae_C4,1,0.9813,0.9633,5804,61,160,5865,5964,ok,5865,19794.38,0,0.5218,0.5702,0.663,0.2324,0.2054,0.0872,104780.25,0.1889,2,0.9998,0,0.0,450.58,421.0,186.02,205.0,799.0,RAS
s0021,vertebrae_C5,1,0.9865,0.9734,7108,99,95,7207,7203,ok,7207,24323.62,0,0.5257,0.5634,0.6099,0.2378,0.2108,0.1101,138996.0,0.175,2,0.9999,0,0.0,436.16,405.0,184.71,196.0,783.7,RAS
s0021,vertebrae_C6,1,0.9875,0.9752,7911,92,109,8003,8020,ok,8003,27010.12,0,0.5288,0.5546,0.558,0.2541,0.2324,0.1147,170521.88,0.1584,2,0.9993,0,0.0,386.4,359.0,156.47,179.0,683.0,RAS
s0021,vertebrae_C7,1,0.9884,0.9771,9307,51,167,9358,9474,ok,9358,31583.25,0,0.5369,0.5128,0.5066,0.3081,0.2541,0.1193,235082.25,0.1343,2,0.9999,0,0.0,371.49,331.0,172.82,152.0,704.0,RAS
s0021,vertebrae_T1,1,0.9898,0.9798,10467,100,116,10567,10583,ok,10567,35663.62,0,0.5406,0.4677,0.4536,0.3027,0.2595,0.1376,272160.0,0.131,1,1.0,0,0.0,341.63,300.0,168.65,145.0,673.0,RAS
s0021,vertebrae_T2,1,0.9919,0.9839,10895,48,130,10943,11025,ok,10943,36932.62,0,0.5454,0.422,0.392,0.2919,0.2703,0.1468,291600.0,0.1267,1,1.0,0,0.0,283.91,245.0,152.41,107.0,597.0,RAS
s0021,vertebrae_T3,1,0.9902,0.9806,10361,35,170,10396,10531,ok,10396,35086.5,0,0.5524,0.3681,0.3242,0.2649,0.2973,0.1376,272868.75,0.1286,1,1.0,0,0.0,295.42,260.0,157.26,106.0,602.0,RAS
s0021,vertebrae_T4,1,0.9916,0.9833,10620,103,77,10723,10697,ok,10723,36190.12,0,0.5606,0.328,0.2534,0.2595,0.2973,0.1284,249480.0,0.1451,1,1.0,0,0.0,297.46,263.0,147.86,126.0,587.9,RAS
s0021,vertebrae_T5,1,0.9912,0.9825,11258,108,92,11366,11350,ok,11366,38360.25,0,0.5668,0.3027,0.1809,0.2703,0.3081,0.1468,307800.0,0.1246,1,1.0,0,0.0,289.23,253.0,146.35,122.0,576.0,RAS
s0021,vertebrae_T6,1,0.9899,0.9801,11744,48,191,11792,11935,ok,11792,39798.0,0,0.5624,0.2815,0.106,0.2649,0.3081,0.1651,339349.5,0.1173,1,1.0,0,0.0,297.21,259.0,154.2,118.0,606.0,RAS
s0021,vertebrae_T7,1,0.9911,0.9824,11722,31,179,11753,11901,ok,11753,39666.38,0,0.5564,0.2796,0.0329,0.2649,0.2649,0.1055,186377.62,0.2128,1,1.0,1,0.0537,284.03,248.0,146.41,116.0,578.0,RAS
s0021,vertebrae_T8,0,0.9422,0.8908,106,1,12,107,118,ok,107,361.12,0,0.5283,0.24,0.0042,0.1351,0.0324,0.0229,2531.25,0.1427,2,0.757,1,0.4673,560.27,563.0,160.45,290.4,796.4,RAS
s0000,colon,1,0.9501,0.905,56291,2895,3014,59186,59305,ok,59186,199752.78,0,0.4393,0.3229,0.9191,0.2415,0.5156,0.2849,1209866.75,0.1651,1,1.0,1,0.0547,-293.49,-37.0,433.6,-967.0,131.0,RAS
s0000,femur_left,1,0.9918,0.9837,68766,559,583,69325,69349,ok,69325,233971.91,0,0.1962,0.3505,0.5443,0.1837,0.2083,0.9106,1188270.12,0.1969,1,1.0,1,0.0,650.44,485.0,471.73,96.0,1535.0,RAS
s0000,femur_right,1,0.9888,0.9778,72103,350,1288,72453,73391,ok,72453,244528.91,0,0.7066,0.5738,0.5444,0.2347,0.7031,0.7989,4495652.5,0.0544,1,1.0,1,0.0054,658.25,508.0,467.48,88.0,1437.0,RAS
s0000,gluteus_maximus_left,1,0.9683,0.9385,136306,6633,2300,142939,138606,ok,142939,482419.19,0,0.1971,0.1678,0.7624,0.2959,0.2656,0.6257,1677186.25,0.2876,1,1.0,1,0.011,31.56,34.0,19.21,-2.0,59.0,RAS
s0000,gluteus_maximus_right,1,0.964,0.9306,146651,6738,4201,153389,150852,ok,153389,517687.94,0,0.6271,0.2287,0.6771,0.3639,0.401,0.6536,3253375.5,0.1591,1,1.0,1,0.0075,33.61,34.0,15.83,6.0,58.0,RAS
s0000,gluteus_medius_left,1,0.9568,0.9171,21126,1291,619,22417,21745,ok,22417,75657.38,0,0.143,0.3888,0.9299,0.1429,0.3125,0.1732,263655.03,0.287,1,1.0,1,0.0504,53.63,55.0,16.3,36.0,70.0,RAS
s0000,gluteus_medius_right,1,0.9478,0.9007,34114,3027,733,37141,34847,ok,37141,125350.89,0,0.7466,0.4076,0.8907,0.1837,0.276,0.2793,482962.56,0.2595,1,1.0,1,0.0288,48.25,51.0,19.2,26.0,67.0,RAS
s0000,gluteus_minimus_left,0,0.9418,0.8899,8958,604,504,9562,9462,ok,9562,32271.75,0,0.1805,0.4051,0.9191,0.0816,0.2448,0.1844,125631.02,0.2569,1,1.0,1,0.0365,58.15,59.0,16.95,31.05,83.0,RAS
s0000,gluteus_minimus_right,1,0.9526,0.9095,11437,757,381,12194,11818,ok,12194,41154.75,0,0.687,0.436,0.9137,0.1088,0.2656,0.2235,220320.03,0.1868,1,1.0,1,0.0319,55.47,58.0,17.93,26.0,76.0,RAS
s0000,hip_left,1,0.9844,0.9694,41077,251,1047,41328,42124,ok,41328,139482.02,0,0.2853,0.3621,0.8209,0.2313,0.3854,0.3911,1188810.12,0.1173,1,1.0,1,0.0141,493.56,429.0,278.2,142.0,1044.0,RAS
s0000,hip_right,1,0.9888,0.9779,47992,352,735,48344,48727,ok,48344,163161.02,0,0.5767,0.3719,0.804,0.3061,0.4583,0.4246,2031480.25,0.0803,1,1.0,1,0.0145,524.03,459.0,300.22,145.0,1125.0,RAS
s0000,iliac_artery_left,0,0.9409,0.8884,1075,55,80,1130,1155,ok,1130,3813.75,0,0.2863,0.5352,0.8575,0.0714,0.099,0.2682,64638.01,0.059,1,1.0,1,0.0142,95.42,99.0,24.04,53.0,128.0,RAS
s0000,iliac_artery_right,0,0.63,0.4598,572,614,58,1186,630,ok,1186,4002.75,0,0.5637,0.5541,0.8782,0.0612,0.1562,0.2067,67432.51,0.0594,1,1.0,1,0.032,107.31,110.0,18.42,72.0,132.0,RAS
s0000,iliac_vena_left,0,0.8805,0.7866,1463,225,172,1688,1635,ok,1688,5697.0,0,0.2957,0.5226,0.8105,0.051,0.1094,0.2849,54219.38,0.1051,1,1.0,1,0.0,58.65,60.0,17.04,26.0,86.0,RAS
s0000,iliac_vena_right,0,0.7738,0.631,903,403,125,1306,1028,ok,1306,4407.75,0,0.5427,0.501,0.9068,0.0374,0.1667,0.1844,39204.0,0.1124,1,1.0,1,0.0467,71.12,72.0,12.96,47.0,91.0,RAS
s0000,iliopsoas_left,1,0.9777,0.9564,20467,534,398,21001,20865,ok,21001,70878.38,0,0.2342,0.5027,0.8527,0.1327,0.2135,0.3687,356177.31,0.199,1,1.0,1,0.025,64.98,67.0,18.59,33.0,88.0,RAS
s0000,iliopsoas_right,0,0.896,0.8117,26921,5593,654,32514,27575,ok,32514,109734.77,0,0.6273,0.5362,0.8518,0.1327,0.2448,0.3799,420673.56,0.2609,1,1.0,1,0.0226,65.49,65.0,19.09,37.0,94.0,RAS
s0000,prostate,0,0.0,0.0,0,197,0,197,0,false_positive,197,664.88,0,0.4115,0.3669,0.7342,0.0442,0.0312,0.0335,1579.5,0.4209,1,1.0,0,0.0,24.34,24.0,6.82,13.0,35.2,RAS
s0000,sacrum,0,0.9177,0.8478,3616,461,188,4077,3804,ok,4077,13759.88,0,0.4307,0.0912,0.9393,0.1667,0.0938,0.1844,98232.77,0.1401,1,1.0,1,0.0672,269.87,237.0,146.2,102.0,549.2,RAS
s0000,small_bowel,0,0.3102,0.1836,244,1085,0,1329,244,low_dice,1329,4485.38,0,0.537,0.5862,0.9824,0.2211,0.2917,0.0447,98280.02,0.0456,3,0.9345,1,0.2528,38.16,42.0,52.82,-22.0,108.6,RAS
s0000,urinary_bladder,0,0.9355,0.8789,61610,2083,6406,63693,68016,ok,63693,214963.91,0,0.4072,0.4715,0.8362,0.1905,0.2604,0.2793,472500.06,0.455,2,1.0,1,0.0,20.79,20.0,22.85,-9.0,61.0,RAS
s0747,adrenal_gland_left,0,0.8296,0.7088,1436,192,398,1628,1834,ok,1628,5494.5,0,0.3481,0.4187,0.1529,0.0639,0.0865,0.1232,34310.25,0.1601,1,1.0,0,0.0,-13.99,-13.0,40.8,-81.0,49.0,RAS
s0747,adrenal_gland_right,0,0.8215,0.6971,1254,321,224,1575,1478,ok,1575,5315.62,0,0.5557,0.4404,0.1285,0.0602,0.109,0.1185,39150.0,0.1358,1,1.0,0,0.0,-5.71,-5.0,45.9,-80.0,69.0,RAS
s0747,aorta,1,0.9778,0.9565,85105,1772,2098,86877,87203,ok,86877,293209.88,0,0.4383,0.4438,0.4944,0.1466,0.3797,0.8009,2246707.0,0.1305,2,0.9905,1,0.0024,46.32,37.0,86.02,-15.0,98.0,RAS
