subject,organ,accept,dice,iou,tp,fp,fn,pred_vox,gt_vox,status,num_voxels,volume_mm3,is_empty,centroid_x_rel,centroid_y_rel,centroid_z_rel,bbox_x_rel,bbox_y_rel,bbox_z_rel,bbox_volume_mm3,mask_to_bbox_ratio,num_components,largest_component_fraction,touches_boundary,boundary_fraction,mean_HU,median_HU,std_HU,p05_HU,p95_HU,orig_axcodes
s0324,adrenal_gland_left,0,0.8253,0.7025,718,38,266,756,984,ok,756,2551.5,0,0.4211,0.4407,0.7941,0.0448,0.0846,0.0843,11360.25,0.2246,1,1.0,0,0.0,16.81,16.0,54.37,-68.25,109.0,RAS
s0324,adrenal_gland_right,0,0.87,0.77,395,89,29,484,424,ok,484,1633.5,0,0.6109,0.4424,0.7752,0.0448,0.0796,0.0728,9234.0,0.1769,1,1.0,0,0.0,13.78,15.0,58.8,-82.7,105.0,RAS
s0324,aorta,0,0.9411,0.8888,15716,288,1678,16004,17394,ok,16004,54013.5,0,0.4914,0.4796,0.8088,0.1294,0.1891,0.4828,420147.0,0.1286,1,1.0,1,0.0133,32.14,32.0,53.98,-51.0,117.0,RAS
s0324,autochthon_left,1,0.9878,0.976,81173,1028,969,82201,82142,ok,82201,277428.38,0,0.4276,0.2545,0.6866,0.209,0.1542,0.6667,764599.5,0.3628,1,1.0,1,0.0034,37.68,41.0,55.32,-57.0,121.0,RAS
s0324,autochthon_right,1,0.9876,0.9755,77444,988,958,78432,78402,ok,78432,264708.0,0,0.6229,0.2676,0.6773,0.2289,0.1592,0.6705,869400.0,0.3045,1,1.0,1,0.003,35.57,39.0,58.41,-67.0,122.0,RAS
s0324,colon,0,0.8839,0.7919,204812,11829,41990,216641,246802,ok,216641,731163.38,0,0.4945,0.5665,0.4929,0.6716,0.5572,0.6705,8930250.0,0.0819,4,0.8188,0,0.0,-268.82,-79.0,530.02,-992.0,675.0,RAS
s0324,costal_cartilages,0,0.9334,0.8752,14435,929,1130,15364,15565,ok,15364,51853.5,0,0.4679,0.7297,0.8837,0.7512,0.2637,0.2912,2052769.5,0.0253,7,0.526,1,0.0174,111.58,104.0,87.25,24.0,193.0,RAS
s0324,duodenum,0,0.7827,0.643,7010,1224,2668,8234,9678,ok,8234,27789.75,0,0.5275,0.5852,0.6817,0.2488,0.194,0.2299,394875.0,0.0704,1,1.0,0,0.0,-97.02,22.0,321.86,-952.0,103.0,RAS
s0324,esophagus,0,0.9453,0.8962,1399,89,73,1488,1472,ok,1488,5022.0,0,0.4838,0.4964,0.9536,0.0697,0.0846,0.092,19278.0,0.2605,1,1.0,1,0.041,27.25,28.0,46.96,-46.0,103.0,RAS
s0324,femur_left,1,0.9885,0.9773,30463,86,620,30549,31083,ok,30549,103102.88,0,0.16,0.4248,0.1484,0.2239,0.1841,0.272,398975.62,0.2584,1,1.0,1,0.007,312.73,192.0,410.12,-107.0,1290.0,RAS
s0324,femur_right,1,0.9901,0.9805,29965,145,452,30110,30417,ok,30110,101621.25,0,0.8168,0.4716,0.131,0.2289,0.1692,0.249,343102.5,0.2962,1,1.0,1,0.0078,290.76,193.0,374.07,-104.0,1155.55,RAS
s0324,gallbladder,0,0.8678,0.7665,3336,360,656,3696,3992,ok,3696,12474.0,0,0.6461,0.6517,0.7446,0.1045,0.1493,0.0843,46777.5,0.2667,1,1.0,0,0.0,8.53,7.0,47.54,-69.0,88.0,RAS
s0324,gluteus_maximus_left,1,0.9862,0.9728,95102,1358,1302,96460,96404,ok,96460,325552.5,0,0.2341,0.2649,0.1966,0.403,0.1741,0.4406,1100334.38,0.2959,1,1.0,1,0.0066,38.54,40.0,48.82,-43.0,116.0,RAS
s0324,gluteus_maximus_right,1,0.9859,0.9721,98586,894,1931,99480,100517,ok,99480,335745.0,0,0.7671,0.3021,0.1785,0.408,0.2338,0.41,1391775.75,0.2412,1,1.0,1,0.0094,39.01,40.0,50.26,-45.0,119.0,RAS
s0324,gluteus_medius_left,1,0.9781,0.9571,41788,1139,732,42927,42520,ok,42927,144878.62,0,0.1308,0.3839,0.3582,0.2836,0.2488,0.2874,721406.25,0.2008,1,1.0,0,0.0,41.61,44.0,52.5,-48.0,123.0,RAS
s0324,gluteus_medius_right,1,0.9828,0.9662,43374,1066,453,44440,43827,ok,44440,149985.0,0,0.8819,0.4364,0.325,0.2537,0.2786,0.3295,828954.0,0.1809,1,1.0,0,0.0,40.93,42.0,55.32,-52.0,128.0,RAS
s0324,gluteus_minimus_left,1,0.9626,0.928,8475,324,334,8799,8809,ok,8799,29696.62,0,0.1305,0.45,0.3002,0.1443,0.1692,0.1762,153076.5,0.194,1,1.0,0,0.0,40.59,43.0,60.53,-59.0,129.0,RAS
s0324,gluteus_minimus_right,1,0.9692,0.9403,9150,291,290,9441,9440,ok,9441,31863.38,0,0.8619,0.4976,0.2817,0.1443,0.1741,0.1839,164430.0,0.1938,1,1.0,0,0.0,39.66,41.0,61.12,-64.0,134.0,RAS
s0324,heart,0,0.9365,0.8806,36641,3680,1287,40321,37928,ok,40321,136083.38,0,0.3882,0.6124,0.9667,0.3881,0.2886,0.0843,335907.0,0.4051,1,1.0,1,0.0727,31.61,32.0,41.39,-37.0,99.0,RAS
s0324,hip_left,1,0.9889,0.978,64489,666,783,65155,65272,ok,65155,219898.12,0,0.2521,0.4137,0.3082,0.4378,0.403,0.4559,2862783.0,0.0768,1,1.0,0,0.0,324.18,226.0,333.69,-44.0,1051.0,RAS
s0324,hip_right,1,0.9904,0.9809,65906,755,529,66661,66435,ok,66661,224980.88,0,0.7418,0.4495,0.2879,0.4826,0.3881,0.4521,3013159.5,0.0747,1,1.0,0,0.0,314.14,225.0,317.32,-41.0,997.0,RAS
s0324,iliac_artery_left,0,0.829,0.708,2875,619,567,3494,3442,ok,3494,11792.25,0,0.3428,0.542,0.346,0.2886,0.1393,0.3678,526176.0,0.0224,1,1.0,0,0.0,29.42,29.0,45.18,-45.0,105.0,RAS
s0324,iliac_artery_right,0,0.8499,0.739,3499,552,684,4051,4183,ok,4051,13672.12,0,0.6234,0.564,0.355,0.2338,0.1493,0.387,480633.75,0.0284,1,1.0,0,0.0,34.57,33.0,46.52,-41.0,113.0,RAS
s0324,iliac_vena_left,0,0.9089,0.8329,6118,652,575,6770,6693,ok,6770,22848.75,0,0.3769,0.5125,0.3491,0.3134,0.194,0.3487,754606.12,0.0303,2,0.5907,0,0.0,30.27,30.0,46.76,-46.0,108.0,RAS
s0324,iliac_vena_right,0,0.9039,0.8246,4287,548,364,4835,4651,ok,4835,16318.12,0,0.6273,0.5362,0.3423,0.1592,0.1891,0.3487,373464.0,0.0437,1,1.0,0,0.0,30.25,30.0,46.96,-47.0,108.0,RAS
s0324,iliopsoas_left,1,0.9803,0.9613,60683,1285,1156,61968,61839,ok,61968,209142.0,0,0.2972,0.4709,0.4202,0.3582,0.2587,0.7088,2337660.0,0.0895,1,1.0,0,0.0,45.91,48.0,51.99,-41.0,127.0,RAS
s0324,iliopsoas_right,1,0.975,0.9512,64578,1533,1782,66111,66360,ok,66111,223124.62,0,0.709,0.4937,0.4158,0.2886,0.3035,0.7471,2328446.25,0.0958,1,1.0,0,0.0,45.12,47.0,54.1,-46.0,131.0,RAS
s0324,inferior_vena_cava,0,0.887,0.797,12623,1944,1271,14567,13894,ok,14567,49163.62,0,0.572,0.5183,0.7814,0.1194,0.1095,0.4789,222750.0,0.2207,2,0.6804,1,0.0107,30.25,31.0,51.95,-48.7,110.0,RAS
s0324,kidney_left,0,0.9265,0.8631,4490,561,151,5051,4641,ok,5051,17047.12,0,0.3618,0.3673,0.7315,0.1045,0.0945,0.1571,55211.62,0.3088,1,1.0,0,0.0,33.41,33.0,52.54,-52.0,120.0,RAS
s0324,kidney_right,0,0.9037,0.8243,6551,1346,50,7897,6601,ok,7897,26652.38,0,0.696,0.437,0.6487,0.1194,0.1592,0.1456,98496.0,0.2706,1,1.0,0,0.0,29.37,30.0,48.73,-51.0,108.0,RAS
s0324,liver,1,0.9856,0.9716,323427,6011,3447,329438,326874,ok,329438,1111853.25,0,0.6464,0.5625,0.824,0.7114,0.4577,0.3678,4262544.0,0.2608,1,1.0,0,0.0,51.71,52.0,50.41,-31.0,135.0,RAS
s0324,lung_lower_lobe_left,1,0.9957,0.9913,69422,207,399,69629,69821,ok,69629,234997.88,0,0.296,0.3794,0.9392,0.3383,0.408,0.1762,865674.0,0.2715,2,1.0,1,0.03,-732.47,-784.0,183.03,-907.0,-344.0,RAS
s0324,lung_lower_lobe_right,1,0.9964,0.9929,82128,195,393,82323,82521,ok,82323,277840.12,0,0.7281,0.4485,0.9514,0.3781,0.4428,0.1686,1004454.0,0.2766,1,1.0,1,0.0475,-783.81,-823.0,168.38,-951.0,-456.0,RAS
s0324,lung_middle_lobe_right,1,0.9844,0.9693,6088,10,183,6098,6271,ok,6098,20580.75,0,0.6685,0.708,0.9719,0.2289,0.1144,0.069,64273.5,0.3202,2,0.9998,1,0.0892,-856.24,-890.0,133.11,-993.0,-592.85,RAS
s0324,lung_upper_lobe_left,1,0.9874,0.9751,4467,26,88,4493,4555,ok,4493,15163.88,0,0.2049,0.6123,0.9533,0.0846,0.1542,0.1111,51580.12,0.294,1,1.0,1,0.045,-825.64,-861.0,151.03,-986.0,-539.0,RAS
s0324,pancreas,0,0.9372,0.8818,17103,1160,1132,18263,18235,ok,18263,61637.62,0,0.4611,0.5563,0.7475,0.3035,0.2289,0.1762,435631.5,0.1415,1,1.0,0,0.0,35.31,35.0,50.03,-47.0,117.0,RAS
s0324,portal_vein_and_splenic_vein,0,0.5856,0.414,395,467,92,862,487,ok,862,2909.25,0,0.54,0.5725,0.8064,0.3831,0.1791,0.0575,140332.5,0.0207,2,0.8573,0,0.0,33.63,33.0,54.77,-53.0,122.95,RAS
s0324,rib_left_10,1,0.9862,0.9727,1852,40,12,1892,1864,ok,1892,6385.5,0,0.238,0.2933,0.8938,0.2836,0.2587,0.2797,730255.5,0.0087,1,1.0,1,0.0344,502.44,450.0,435.54,-131.9,1342.45,RAS
s0324,rib_left_11,1,0.9802,0.9611,1434,44,14,1478,1448,ok,1478,4988.25,0,0.3029,0.2677,0.8554,0.2687,0.1294,0.2529,312741.0,0.016,1,1.0,0,0.0,563.33,513.5,423.89,-88.15,1335.45,RAS
s0324,rib_left_12,1,0.9685,0.939,323,17,4,340,327,ok,340,1147.5,0,0.3783,0.2826,0.8056,0.1542,0.0398,0.1149,25110.0,0.0457,1,1.0,0,0.0,562.67,530.0,320.43,105.5,1173.65,RAS
s0324,rib_left_5,0,0.0,0.0,0,410,0,410,0,false_positive,410,1383.75,0,0.2125,0.6726,0.974,0.0896,0.0846,0.0536,14458.5,0.0957,1,1.0,1,0.078,295.55,249.5,322.61,-66.0,814.85,RAS
s0324,rib_left_6,0,0.0,0.0,0,980,416,980,416,low_dice,980,3307.5,0,0.1667,0.63,0.9451,0.0796,0.1542,0.1111,48546.0,0.0681,1,1.0,1,0.0316,284.41,227.5,330.8,-114.05,945.05,RAS
s0324,rib_left_7,0,0.0928,0.0487,94,877,961,971,1055,low_dice,971,3277.12,0,0.1412,0.5636,0.9184,0.0448,0.1741,0.1648,45714.38,0.0717,1,1.0,1,0.0247,333.68,309.0,332.6,-137.0,937.5,RAS
s0324,rib_left_8,0,0.3092,0.1829,357,712,883,1069,1240,low_dice,1069,3607.88,0,0.1308,0.4907,0.9019,0.0547,0.2189,0.2146,91476.0,0.0394,1,1.0,1,0.0271,387.6,370.0,319.32,-112.2,926.8,RAS
s0324,rib_left_9,0,0.7787,0.6375,1321,42,709,1363,2030,ok,1363,4600.12,0,0.161,0.3823,0.9087,0.1642,0.3433,0.2337,468777.38,0.0098,2,0.9927,1,0.0396,488.59,457.0,402.51,-121.0,1240.0,RAS
s0324,rib_right_10,1,0.987,0.9744,1943,40,11,1983,1954,ok,1983,6692.62,0,0.8184,0.3423,0.9006,0.2537,0.2935,0.2644,700720.88,0.0096,2,0.9995,1,0.0419,455.99,425.0,372.72,-121.0,1086.8,RAS
s0324,rib_right_11,1,0.9858,0.972,1459,14,28,1473,1487,ok,1473,4971.38,0,0.7647,0.3078,0.8489,0.2388,0.1692,0.2567,369036.0,0.0135,1,1.0,0,0.0,565.5,504.0,404.28,-51.2,1284.4,RAS
s0324,rib_right_12,1,0.9719,0.9454,433,15,10,448,443,ok,448,1512.0,0,0.6973,0.2972,0.7968,0.1493,0.0299,0.1341,21262.5,0.0711,1,1.0,0,0.0,505.43,465.0,333.53,14.85,1156.8,RAS
s0324,rib_right_5,0,0.8486,0.737,241,86,0,327,241,ok,327,1103.62,0,0.747,0.7256,0.9823,0.0796,0.0498,0.0421,5940.0,0.1858,1,1.0,1,0.1254,247.75,217.0,266.35,-55.0,716.6,RAS
s0324,rib_right_6,0,0.9393,0.8856,813,11,94,824,907,ok,824,2781.0,0,0.8005,0.6932,0.9513,0.1194,0.1194,0.0996,50544.0,0.055,1,1.0,1,0.0413,275.56,244.0,315.74,-141.85,863.5,RAS
s0324,rib_right_7,1,0.9909,0.982,982,11,7,993,989,ok,993,3351.38,0,0.8496,0.6288,0.9206,0.0846,0.1542,0.1609,74702.25,0.0449,1,1.0,1,0.0282,321.46,313.0,308.53,-145.4,895.0,RAS
s0324,rib_right_8,1,0.9855,0.9714,917,15,12,932,929,ok,932,3145.5,0,0.8784,0.5557,0.9072,0.0697,0.204,0.1954,98799.75,0.0318,1,1.0,1,0.0268,345.2,346.0,296.32,-161.0,833.15,RAS
s0324,rib_right_9,1,0.9896,0.9795,1145,19,5,1164,1150,ok,1164,3928.5,0,0.8808,0.4635,0.9017,0.0697,0.2836,0.2261,158901.75,0.0247,2,0.9974,1,0.0292,404.55,400.0,320.7,-142.4,923.0,RAS
s0324,sacrum,1,0.9485,0.9021,31836,1716,1738,33552,33574,ok,33552,113238.0,0,0.5073,0.2916,0.3534,0.3483,0.2438,0.2797,845066.25,0.134,24,0.9978,0,0.0,228.78,168.0,256.71,-73.0,746.0,RAS
s0324,small_bowel,0,0.8058,0.6747,158757,58988,17556,217745,176313,ok,217745,734889.38,0,0.4022,0.5756,0.4903,0.7065,0.4179,0.5594,5877522.0,0.125,25,0.9998,0,0.0,-97.18,12.0,316.99,-962.0,100.0,RAS
s0324,spinal_cord,1,0.9632,0.929,9960,300,461,10260,10421,ok,10260,34627.5,0,0.5243,0.3476,0.7036,0.0746,0.0945,0.6245,156785.62,0.2209,1,1.0,1,0.0042,25.41,27.0,78.54,-93.0,128.0,RAS
s0324,spleen,1,0.9599,0.9229,55198,844,3765,56042,58963,ok,56042,189141.75,0,0.2473,0.3988,0.8145,0.2886,0.2985,0.2337,716445.0,0.264,1,1.0,0,0.0,37.25,38.0,48.1,-42.0,116.0,RAS
s0324,sternum,0,0.8675,0.766,72,17,5,89,77,ok,89,300.38,0,0.4774,0.7375,0.9884,0.0299,0.0249,0.0268,708.75,0.4238,1,1.0,1,0.2584,262.82,248.0,177.7,21.0,561.8,RAS
s0324,stomach,0,0.9396,0.8861,46523,1814,4165,48337,50688,ok,48337,163137.38,0,0.3538,0.58,0.8108,0.3532,0.3532,0.249,1105869.38,0.1475,1,1.0,0,0.0,-5.9,18.0,155.57,-102.0,104.0,RAS
s0324,urinary_bladder,0,0.8824,0.7895,23264,1559,4644,24823,27908,ok,24823,83777.62,0,0.5102,0.5008,0.2076,0.3433,0.2139,0.1034,270367.88,0.3099,1,1.0,0,0.0,-2.55,3.0,100.95,-87.0,87.0,RAS
s0324,vertebrae_L1,1,0.9927,0.9855,10177,44,106,10221,10283,ok,10221,34495.88,0,0.5252,0.3639,0.7769,0.209,0.2338,0.1149,199867.5,0.1726,1,1.0,0,0.0,369.42,270.0,334.82,4.0,1123.0,RAS
s0324,vertebrae_L2,1,0.9894,0.979,11259,81,161,11340,11420,ok,11340,38272.5,0,0.5234,0.3815,0.6971,0.2537,0.2338,0.5556,1173031.88,0.0326,2,0.9967,0,0.0,377.31,276.0,340.38,11.0,1151.0,RAS
s0324,vertebrae_L3,1,0.9906,0.9814,12386,38,197,12424,12583,ok,12424,41931.0,0,0.5193,0.3969,0.6194,0.2786,0.2289,0.1188,269514.0,0.1556,1,1.0,0,0.0,376.87,275.0,344.29,5.15,1162.85,RAS
s0324,vertebrae_L4,1,0.9911,0.9823,12850,46,185,12896,13035,ok,12896,43524.0,0,0.5147,0.4057,0.5393,0.2587,0.2289,0.1111,234117.0,0.1859,2,0.9999,0,0.0,368.59,279.0,321.07,11.0,1093.25,RAS
s0324,vertebrae_L5,1,0.992,0.9842,13402,52,163,13454,13565,ok,13454,45407.25,0,0.5094,0.3957,0.4602,0.2736,0.2239,0.1149,250593.75,0.1812,1,1.0,0,0.0,350.9,264.0,304.06,13.0,1042.0,RAS
s0324,vertebrae_S1,0,0.9449,0.8955,7747,655,249,8402,7996,ok,8402,28356.75,0,0.5045,0.3617,0.3933,0.1642,0.1791,0.1073,112266.0,0.2526,1,1.0,0,0.0,343.92,286.0,277.86,0.0,953.95,RAS
s0324,vertebrae_T10,1,0.9921,0.9843,5277,45,39,5322,5316,ok,5322,17961.75,0,0.5334,0.3399,0.9782,0.1642,0.209,0.0651,79521.75,0.2259,1,1.0,1,0.1039,357.07,276.0,320.08,-3.95,1030.95,RAS
s0324,vertebrae_T11,1,0.9917,0.9836,7899,43,89,7942,7988,ok,7942,26804.25,0,0.5321,0.3455,0.9222,0.1592,0.2139,0.0996,120744.0,0.222,1,1.0,0,0.0,361.92,275.0,324.45,21.0,1086.0,RAS
s0324,vertebrae_T12,1,0.9895,0.9792,8963,31,159,8994,9122,ok,8994,30354.75,0,0.5309,0.353,0.8526,0.1443,0.2139,0.1034,113632.88,0.2671,1,1.0,0,0.0,338.02,256.0,303.56,11.0,1020.0,RAS
s0324,vertebrae_T9,1,0.9787,0.9583,92,0,4,92,96,ok,92,310.5,0,0.543,0.2432,0.99,0.0249,0.0498,0.023,1012.5,0.3067,1,1.0,1,0.2609,610.63,585.0,234.15,251.85,1003.5,RAS
s0249,adrenal_gland_left,0,0.6404,0.471,122,36,101,158,223,ok,158,533.25,0,0.3775,0.4309,0.0353,0.0246,0.0526,0.1304,3189.38,0.1672,3,0.8228,1,0.1962,25.74,15.5,97.24,-144.35,181.15,RAS
s0249,adrenal_gland_right,0,0.9042,0.8251,835,48,129,883,964,ok,883,2980.12,0,0.5679,0.4458,0.1033,0.0456,0.0667,0.2464,14171.62,0.2103,2,0.9966,1,0.0521,18.83,19.0,107.26,-165.0,196.9,RAS
s0249,aorta,1,0.9845,0.9695,24039,147,610,24186,24649,ok,24186,81627.75,0,0.447,0.4422,0.5178,0.0912,0.1088,1.0,187697.25,0.4349,1,1.0,1,0.0202,62.26,62.0,82.18,-60.0,188.0,RAS
s0249,autochthon_left,1,0.9593,0.9217,41058,2696,790,43754,41848,ok,43754,147669.75,0,0.3981,0.2287,0.4481,0.1965,0.0807,1.0,299943.0,0.4923,1,1.0,1,0.0199,43.62,44.0,77.39,-84.0,170.0,RAS
s0249,autochthon_right,1,0.9588,0.9209,37097,657,2531,37754,39628,ok,37754,127419.75,0,0.5715,0.2327,0.4576,0.1754,0.0772,1.0,256162.5,0.4974,1,1.0,1,0.0194,45.5,45.0,77.49,-81.0,172.0,RAS
s0249,colon,1,0.9564,0.9165,31400,2607,253,34007,31653,ok,34007,114773.62,0,0.2616,0.6629,0.2139,0.1895,0.2491,0.5507,491710.5,0.2334,2,0.9949,1,0.0347,-646.45,-874.0,383.76,-976.0,55.0,RAS
s0249,costal_cartilages,0,0.9142,0.842,19298,1109,2513,20407,21811,ok,20407,68873.62,0,0.4794,0.7207,0.6158,0.7263,0.2526,0.9565,3319866.0,0.0207,8,0.4847,1,0.0251,105.64,103.0,57.89,16.3,201.0,RAS
s0249,esophagus,1,0.9648,0.9319,3642,179,87,3821,3729,ok,3821,12895.88,0,0.4526,0.5004,0.7182,0.0772,0.0912,0.5507,73359.0,0.1758,1,1.0,1,0.0285,-48.69,6.0,228.62,-643.0,139.0,RAS
s0249,heart,1,0.961,0.925,68927,1455,4136,70382,73063,ok,70382,237539.25,0,0.4,0.6351,0.8728,0.3614,0.2281,0.3043,474508.12,0.5006,1,1.0,1,0.0592,60.98,61.0,56.46,-32.0,154.0,RAS
s0249,iliopsoas_left,0,0.894,0.8084,135,19,13,154,148,ok,154,519.75,0,0.4075,0.3406,0.0279,0.0175,0.0386,0.1014,1299.38,0.4,1,1.0,1,0.2208,40.78,49.0,98.71,-139.35,194.05,RAS
s0249,iliopsoas_right,0,0.7727,0.6296,85,50,0,135,85,ok,135,455.62,0,0.5652,0.339,0.0346,0.014,0.0351,0.1304,1215.0,0.375,1,1.0,1,0.2,51.18,36.0,95.18,-92.6,213.9,RAS
s0249,inferior_vena_cava,1,0.9536,0.9113,17530,279,1428,17809,18958,ok,17809,60105.38,0,0.5328,0.5308,0.5318,0.1158,0.1228,1.0,268970.62,0.2235,2,0.9975,1,0.0321,62.75,64.0,75.44,-62.0,186.0,RAS
s0249,kidney_left,0,0.9278,0.8654,6680,1036,3,7716,6683,ok,7716,26041.5,0,0.318,0.3407,0.0772,0.1263,0.1088,0.2609,67797.0,0.3841,1,1.0,1,0.1068,88.04,73.0,158.02,-85.0,267.0,RAS
s0249,kidney_right,0,0.7981,0.6641,3315,1677,0,4992,3315,ok,4992,16848.0,0,0.6361,0.3533,0.0616,0.1158,0.0982,0.1884,40540.5,0.4156,1,1.0,1,0.122,75.36,74.0,102.59,-90.45,247.45,RAS
s0249,liver,1,0.9864,0.9731,444285,3246,9041,447531,453326,ok,447531,1510417.12,0,0.6143,0.5861,0.324,0.5263,0.4491,0.8116,3628800.0,0.4162,1,1.0,1,0.0198,71.25,70.0,87.24,-71.0,216.0,RAS
s0249,lung_lower_lobe_left,1,0.9963,0.9926,258512,1052,880,259564,259392,ok,259564,876028.5,0,0.2704,0.418,0.676,0.3298,0.407,0.8841,2244861.0,0.3902,4,1.0,1,0.0191,-833.95,-867.0,138.92,-952.0,-568.0,RAS
s0249,lung_lower_lobe_right,1,0.9973,0.9945,267472,433,1042,267905,268514,ok,267905,904179.38,0,0.6809,0.4353,0.7302,0.3719,0.4526,0.8116,2584386.0,0.3499,1,1.0,1,0.0289,-838.8,-868.0,136.7,-957.0,-614.0,RAS
s0249,lung_middle_lobe_right,1,0.9845,0.9694,23855,572,180,24427,24035,ok,24427,82441.12,0,0.6813,0.6943,0.88,0.3053,0.1719,0.3623,359690.62,0.2292,1,1.0,1,0.0763,-868.13,-886.0,90.45,-966.0,-691.0,RAS
s0249,lung_upper_lobe_left,1,0.9829,0.9664,29186,609,405,29795,29591,ok,29795,100558.12,0,0.1897,0.6297,0.7807,0.1544,0.2246,0.5942,389664.0,0.2581,2,1.0,1,0.0405,-866.72,-886.0,96.06,-970.0,-683.0,RAS
s0249,lung_upper_lobe_right,0,0.3111,0.1842,21,0,93,21,114,low_dice,21,70.88,0,0.5544,0.7462,0.9855,0.0491,0.007,0.0145,94.5,0.75,1,1.0,1,1.0,-855.38,-851.0,73.61,-950.0,-743.0,RAS
s0249,pancreas,0,0.7827,0.643,616,135,207,751,823,ok,751,2534.62,0,0.3755,0.5565,0.029,0.0526,0.0596,0.087,5163.75,0.4908,1,1.0,1,0.2157,34.06,35.0,95.44,-124.5,193.5,RAS
s0249,portal_vein_and_splenic_vein,0,0.8034,0.6714,848,145,270,993,1118,ok,993,3351.38,0,0.5691,0.6074,0.0686,0.0561,0.0842,0.1739,15552.0,0.2155,2,0.9859,1,0.0785,79.41,80.0,102.73,-88.4,246.8,RAS
s0249,rib_left_10,1,0.9873,0.9748,3837,32,67,3869,3904,ok,3869,13057.88,0,0.1886,0.3164,0.5627,0.2211,0.2421,1.0,1012307.62,0.0129,1,1.0,1,0.0284,348.98,288.0,409.35,-163.0,1150.0,RAS
s0249,rib_left_11,1,0.9846,0.9697,2594,28,53,2622,2647,ok,2622,8849.25,0,0.2822,0.2591,0.5103,0.2456,0.0982,0.8986,410130.0,0.0216,2,0.9996,1,0.0088,403.6,359.0,415.35,-169.9,1171.85,RAS
s0249,rib_left_12,1,0.9523,0.9089,878,57,31,935,909,ok,935,3155.62,0,0.3424,0.2648,0.3016,0.1544,0.0456,0.4493,59845.5,0.0527,1,1.0,0,0.0,318.15,315.0,321.12,-165.0,888.9,RAS
s0249,rib_left_7,1,0.9825,0.9655,1288,26,20,1314,1308,ok,1314,4434.75,0,0.1393,0.6342,0.8546,0.0526,0.1053,0.3333,34931.25,0.127,1,1.0,1,0.054,231.55,174.5,322.77,-144.05,880.75,RAS
s0249,rib_left_8,1,0.9858,0.9719,2422,40,30,2462,2452,ok,2462,8309.25,0,0.1211,0.5434,0.7062,0.0456,0.1965,0.6522,110565.0,0.0752,1,1.0,1,0.0288,220.72,146.5,335.47,-165.0,863.95,RAS
s0249,rib_left_9,1,0.9828,0.9663,3037,80,26,3117,3063,ok,3117,10519.88,0,0.1279,0.437,0.6374,0.0807,0.2561,0.8406,328664.25,0.032,1,1.0,1,0.0247,262.6,208.0,343.86,-157.2,938.0,RAS
s0249,rib_right_10,1,0.9807,0.9621,3070,41,80,3111,3150,ok,3111,10499.62,0,0.7915,0.3375,0.5652,0.1719,0.2456,0.9855,787185.0,0.0133,1,1.0,1,0.028,362.41,310.0,445.59,-213.0,1222.5,RAS
s0249,rib_right_11,1,0.9776,0.9562,2665,24,98,2689,2763,ok,2689,9075.38,0,0.6908,0.2653,0.5444,0.2351,0.1053,0.913,427376.25,0.0212,1,1.0,1,0.0037,403.25,354.0,425.48,-170.6,1203.2,RAS
s0249,rib_right_12,1,0.9625,0.9277,821,25,39,846,860,ok,846,2855.25,0,0.6329,0.2664,0.2781,0.1439,0.0316,0.4783,41097.38,0.0695,2,0.9988,1,0.0012,352.25,316.5,321.34,-129.25,942.25,RAS
s0249,rib_right_7,1,0.9704,0.9426,919,43,13,962,932,ok,962,3246.75,0,0.8077,0.6527,0.8769,0.0561,0.0877,0.2754,25650.0,0.1266,1,1.0,1,0.0582,249.53,201.0,313.12,-136.0,857.75,RAS
s0249,rib_right_8,1,0.9881,0.9765,2115,45,6,2160,2121,ok,2160,7290.0,0,0.832,0.5648,0.7068,0.0491,0.1649,0.6232,95492.25,0.0763,1,1.0,1,0.0296,251.88,183.0,363.7,-191.0,960.05,RAS
s0249,rib_right_9,1,0.9838,0.9681,2614,60,26,2674,2640,ok,2674,9024.75,0,0.837,0.4632,0.631,0.0491,0.2246,0.8261,172368.0,0.0524,1,1.0,1,0.0239,264.61,223.0,351.92,-184.0,936.1,RAS
s0249,spinal_cord,1,0.9684,0.9388,7623,353,144,7976,7767,ok,7976,26919.0,0,0.4867,0.2984,0.4515,0.0596,0.0632,1.0,71259.75,0.3778,1,1.0,1,0.0208,25.18,26.0,90.45,-131.0,168.0,RAS
s0249,spleen,1,0.9842,0.9689,34737,764,350,35501,35087,ok,35501,119815.88,0,0.2222,0.4005,0.2085,0.1825,0.1754,0.4783,289575.0,0.4138,1,1.0,1,0.0278,47.32,47.0,84.03,-91.0,186.0,RAS
s0249,sternum,0,0.5487,0.378,31,0,51,31,82,ok,31,104.62,0,0.4822,0.7699,0.9748,0.014,0.014,0.0435,162.0,0.6458,1,1.0,1,0.4194,310.03,363.0,196.69,42.0,639.5,RAS
s0249,stomach,1,0.9542,0.9125,85805,6174,2055,91979,87860,ok,91979,310429.12,0,0.3185,0.5397,0.2697,0.2246,0.2982,0.5942,752760.0,0.4124,1,1.0,1,0.0139,21.95,22.0,94.53,-133.0,175.0,RAS
s0249,vertebrae_L1,1,0.9823,0.9652,17354,414,212,17768,17566,ok,17768,59967.0,0,0.4867,0.3518,0.1102,0.1789,0.214,0.2899,209992.5,0.2856,2,0.9999,1,0.0583,202.23,149.0,258.31,-82.0,700.65,RAS
