iou_threshold,accept_rate,roc_auc,pr_auc_reject
0.7,0.9273089370176749,0.8855906959639606,0.5446950738557097
0.8,0.8897186955439382,0.8757928151775869,0.5936651136479373
0.85,0.8389345282549167,0.8635583542393792,0.6320059174456363
0.9,0.7450833955688324,0.8557033468718678,0.6977565441471765
0.95,0.46004480955937266,0.8382274134348822,0.8509948457541368
