run,n,subjects,accept_rate,direct_auc_balanced,direct_auc_unbalanced,pr_auc_accept,pr_auc_reject,minority_class
"CT  (official val+test, genuinely held out)",9652,140,0.7746581019477828,0.9001032745630662,0.9001785706050279,0.960021056588523,0.7184303311197875,reject
"MRI (official test, WITH intensity) - genuinely held out",929,49,0.17115177610333693,0.9124724332271502,0.9107857551253777,0.7540789002654364,0.9799021447843071,accept
"MRI (official test, NO intensity) - intensity uncalibrated on MRI",929,49,0.17115177610333693,0.9222657845299355,0.9224209752511641,0.7600862720292048,0.981503245813135,accept
