iou_threshold,accept_rate,roc_auc,pr_auc_reject
0.7,0.604951560818084,0.8852579828754836,0.8375863961147205
0.8,0.44994617868675996,0.8966001554321669,0.9128320358568724
0.85,0.310010764262648,0.8962504333506673,0.9512848068877435
0.9,0.17115177610333693,0.9182144899126031,0.981503245813135
0.95,0.03336921420882669,0.9857029959048782,0.9994991294304485
