iou_threshold,accept_rate,roc_auc,pr_auc_reject
0.7,0.9418773311230833,0.9071121053495347,0.5686410828082856
0.8,0.9082055532532117,0.8971261322089399,0.6035305552058708
0.85,0.863966017405719,0.8909576826676366,0.6512999491419296
0.9,0.7746581019477828,0.8853269259445441,0.7184303311197875
0.95,0.5071487774554496,0.8728839795898867,0.8623335438357447
